City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,el calafate,-50.3408,-72.2768,3.23,73,0,6.28,AR,1721513815
365,esmeraldas,-19.7625,-44.3139,21.52,43,0,2.66,BR,1721513817
366,cestos city,5.46,-9.5828,24.97,88,100,6.68,LR,1721513818
367,kabinda,-6.1333,24.4833,21.85,22,1,0.88,CD,1721513819
368,gaiman,-43.2897,-65.4929,8.95,28,3,4.83,AR,1721513821
369,thongwa,16.7619,96.5278,26.09,94,100,2.67,MM,1721513822
370,port alfred,-33.5906,26.891,12.73,75,41,6.32,ZA,1721513824
371,priozersk,61.0393,30.1291,18.33,93,72,2.96,RU,1721513825
372,reyes,-14.3167,-67.3833,28.09,61,5,0.0,BO,1721513826
373,murray bridge,-35.1167,139.2667,11.85,77,38,5.48,AU,1721513827
374,isla mujeres,21.2311,-86.731,31.03,74,95,3.84,MX,1721513828
375,caibarien,22.5206,-79.4669,32.62,78,0,8.41,CU,1721513829
376,seven pagodas,12.6264,80.1722,29.51,65,100,4.82,IN,1721513831
377,gediz,39.0417,29.41,21.97,60,7,3.08,TR,1721513832
378,bichura,50.5881,107.6022,19.48,82,100,0.35,RU,1721513833
379,hammerfest,70.6634,23.6821,13.25,94,40,3.09,NO,1721513834
380,enshi,30.3,109.4833,23.55,96,57,0.32,CN,1721513835
381,boa viagem,-5.1275,-39.7322,24.2,41,11,1.42,BR,1721513836
382,daru,-9.0763,143.2092,24.5,77,80,6.99,PG,1721513838
383,new norfolk,-42.7826,147.0587,5.95,98,36,1.18,AU,1721513839
384,camargo,27.6667,-105.1667,35.03,19,5,6.03,MX,1721513840
385,mossel bay,-34.1831,22.146,8.96,70,100,1.96,ZA,1721513841
386,douentza,14.9951,-2.9517,29.15,54,100,3.02,ML,1721513843
387,belomorsk,64.5232,34.7668,8.14,95,6,2.76,RU,1721513846
388,kindia,10.0569,-12.8658,21.9,97,100,1.64,GN,1721513847
389,akureyri,65.6835,-18.0878,10.96,76,75,2.57,IS,1721513848
390,villa gesell,-37.2639,-56.973,9.47,81,77,3.85,AR,1721513849
391,shache,38.4167,77.2406,26.62,33,100,2.14,CN,1721513850
392,sao joao da barra,-21.6403,-41.0511,20.05,72,36,4.67,BR,1721513851
393,sal rei,16.1833,-22.9167,23.92,84,1,5.91,CV,1721513853
394,pokhara,28.2333,83.9833,22.13,96,100,0.76,NP,1721513854
395,hendek,40.7994,30.7481,20.69,87,0,0.96,TR,1721513855
396,bereeda,11.8704,51.0579,32.81,48,99,8.48,SO,1721513856
397,waliso,8.5333,37.9833,13.63,97,98,0.93,ET,1721513857
398,boende,-0.2167,20.8667,25.33,69,100,1.8,CD,1721513858
399,okhotsk,59.3833,143.3,11.59,91,100,2.88,RU,1721513860
400,shingu,33.7333,135.9833,27.77,82,95,2.34,JP,1721513861
401,port lincoln,-34.7333,135.8667,12.68,83,18,7.09,AU,1721513862
402,berdigestyakh,62.0989,126.6992,18.17,49,3,3.34,RU,1721513863
403,ekibastuz,51.6667,75.3667,20.56,59,88,3.57,KZ,1721513864
404,qarauyl,48.9451,79.255,17.83,76,100,2.95,KZ,1721513865
405,mount gambier,-37.8333,140.7667,9.44,98,71,3.47,AU,1721513867
406,tidjikja,18.5564,-11.4271,34.15,28,0,6.46,MR,1721513868
407,usogorsk,63.4106,48.6872,9.44,65,4,2.62,RU,1721513869
408,coahuayana de hidalgo,18.7,-103.6583,32.13,57,88,2.71,MX,1721513870
409,xudat,41.631,48.681,24.38,49,98,1.05,AZ,1721513871
410,heinsberg,51.0667,6.0833,22.09,89,100,1.03,DE,1721513872
411,kavieng,-2.5744,150.7967,27.9,80,99,5.69,PG,1721513874
412,ballina,-28.8667,153.5667,12.66,54,0,5.61,AU,1721513875
413,moussoro,13.6408,16.4901,26.77,72,100,4.64,TD,1721513876
414,natchez,31.5604,-91.4032,31.25,58,75,2.06,US,1721513877
415,fortuna,40.5982,-124.1573,17.51,85,100,6.17,US,1721513878
416,khorixas,-20.3667,14.9667,13.39,39,2,0.41,NA,1721513879
417,uliastay,47.7417,96.8444,9.67,87,3,0.77,MN,1721513881
418,moose jaw,50.4001,-105.5344,31.14,42,1,2.06,CA,1721513882
419,riihimaki,60.7377,24.7773,17.28,95,41,2.31,FI,1721513883
420,livadiya,42.8692,132.6764,19.57,100,100,2.8,RU,1721513884
421,luwuk,-0.9516,122.7875,22.26,85,100,2.22,ID,1721513885
422,porto novo,6.4965,2.6036,25.9,88,83,5.2,BJ,1721513886
423,jayapura,-2.5333,140.7,25.66,94,100,1.61,ID,1721513887
424,portland,45.5234,-122.6762,35.37,33,75,5.66,US,1721513418
425,sol'tsy,58.1239,30.3238,13.93,95,53,1.27,RU,1721513890
426,tura,25.5198,90.2201,25.15,92,99,2.29,IN,1721513891
427,khenchela,35.4358,7.1433,25.89,31,26,0.61,DZ,1721513892
428,peniche,39.3558,-9.3811,20.72,95,26,5.82,PT,1721513893
429,hargeysa,9.56,44.065,21.59,60,58,11.64,SO,1721513894
430,kapa'a,22.0752,-159.319,28.18,66,40,5.14,US,1721513895
431,salekhard,66.53,66.6019,4.84,78,0,2.21,RU,1721513897
432,cangzhou,38.3167,116.8667,25.68,83,46,3.5,CN,1721513898
433,chop,48.432,22.2055,21.32,66,93,1.88,UA,1721513899
434,port douglas,-16.4833,145.4667,18.26,73,45,1.49,AU,1721513900
435,oswego,43.4501,-76.1497,27.73,53,3,2.13,US,1721513901
436,kristiansund,63.1115,7.732,21.36,74,74,1.54,NO,1721513902
437,maragogi,-9.0122,-35.2225,22.59,86,37,5.22,BR,1721513862
438,urcos,-13.6861,-71.6228,16.94,46,6,3.89,PE,1721513905
439,anshun,26.25,105.9333,19.22,96,70,4.42,CN,1721513906
440,lepsy,46.235,78.9456,24.05,46,6,5.18,KZ,1721513907
441,wasselonne,48.6372,7.4473,22.67,94,0,1.54,FR,1721513908
442,san rafael,-34.6177,-68.3301,9.64,42,0,3.2,AR,1721513864
443,aitape,-3.1374,142.3475,25.3,89,99,1.7,PG,1721513910
444,calvi,42.5,8.8333,21.35,60,0,2.57,FR,1721513912
445,sona,45.4388,10.8255,24.75,78,12,1.0,IT,1721513913
446,muisne,0.6,-80.0333,24.29,86,99,5.01,EC,1721513914
447,esil,51.9556,66.4042,18.1,74,64,2.18,KZ,1721513915
448,cole harbour,44.6724,-63.4751,24.66,64,87,6.17,CA,1721513916
449,gadani,25.1185,66.7299,31.12,87,60,5.81,PK,1721513917
450,nova vicosa,-17.8919,-39.3719,22.96,77,63,4.37,BR,1721513919
451,tetbury,51.6394,-2.1622,17.9,90,95,2.53,GB,1721513920
452,greenville,35.6127,-77.3663,31.18,67,75,4.63,US,1721513921
453,bonito,-21.1211,-56.4819,22.9,38,0,0.82,BR,1721513922
454,sumbawa besar,-8.5,117.4333,18.56,97,6,2.14,ID,1721513923
455,panaba,21.2833,-88.2667,30.85,73,98,6.08,MX,1721513924
456,carutapera,-1.195,-46.02,25.9,78,55,3.53,BR,1721513926
457,haiku-pauwela,20.9219,-156.3051,28.45,71,75,4.63,US,1721513927
458,posto fiscal rolim de moura,-13.0833,-62.2667,27.45,35,5,0.91,BR,1721513928
459,auki,-8.7676,160.7034,27.71,76,10,1.35,SB,1721513929
460,suva,-18.1416,178.4415,26.71,78,75,5.14,FJ,1721513930
461,yuzhno-kurilsk,44.0306,145.8556,18.5,98,100,1.84,RU,1721513931
462,lucapa,-8.4192,20.7447,19.97,22,0,1.13,AO,1721513932
463,tortoli,39.9256,9.6572,29.52,83,0,1.03,IT,1721513934
464,tamiahua,21.2667,-97.45,29.54,69,33,3.48,MX,1721513935
465,cutral-co,-38.9469,-69.2089,4.39,10,2,0.89,AR,1721513936
466,pryluky,50.5932,32.3876,17.33,65,6,2.52,UA,1721513937
467,concepcion,-36.827,-73.0498,10.89,66,0,4.12,CL,1721513938
468,jinchang,38.4953,102.1739,22.59,46,0,3.04,CN,1721513939
469,mana,5.6592,-53.7767,26.3,81,37,3.13,GF,1721513941
470,breves,-1.6822,-50.4803,28.36,60,89,1.36,BR,1721513942
471,pacific grove,36.6177,-121.9166,24.58,83,75,5.14,US,1721513644
472,ketchikan,55.3422,-131.6461,18.26,77,100,4.12,US,1721513944
473,inarajan village,13.2736,144.7484,29.54,91,97,5.56,GU,1721513945
474,alibag,18.6411,72.8792,26.04,91,100,8.6,IN,1721513946
475,nogliki,51.8333,143.1667,15.55,99,100,2.18,RU,1721513948
476,kalix,65.853,23.1565,15.72,90,24,2.58,SE,1721513949
477,abadeh,31.1608,52.6506,25.22,15,0,2.85,IR,1721513950
478,sironj,24.1,77.7,29.6,72,100,3.44,IN,1721513951
479,fort mcmurray,56.7268,-111.381,27.77,54,0,1.54,CA,1721513710
480,yuma,32.7253,-114.6244,43.51,27,62,5.87,US,1721513953
481,bratsk,56.1325,101.6142,17.27,93,100,0.74,RU,1721513955
482,sao paulo de olivenca,-3.3783,-68.8725,25.65,88,85,1.97,BR,1721513956
483,sirte,31.2089,16.5887,28.03,72,0,3.07,LY,1721513957
484,korets,50.6165,27.1605,16.68,72,100,2.47,UA,1721513958
485,dexter,36.7959,-89.9579,28.92,62,82,3.44,US,1721513959
486,port hedland,-20.3167,118.5667,16.03,41,26,2.57,AU,1721513960
487,faya-largeau,17.9257,19.1043,33.12,37,21,2.76,TD,1721513961
488,bahir dar,11.5936,37.3908,16.91,94,97,1.84,ET,1721513963
489,afaahiti,-17.75,-149.2833,25.93,66,99,10.83,PF,1721513964
490,alice springs,-23.7,133.8833,-1.25,86,0,2.57,AU,1721513965
491,poronaysk,49.2167,143.1167,17.03,99,100,1.68,RU,1721513966
492,antonio enes,-16.2325,39.9086,21.68,76,0,2.28,MZ,1721513967
493,kourou,5.1552,-52.6478,28.03,84,61,2.34,GF,1721513968
494,safford,32.834,-109.7076,41.51,17,20,2.57,US,1721513744
495,az zawiyah,32.0963,35.0398,29.5,87,0,2.06,PS,1721513971
496,sudlohn,51.9333,6.8667,22.81,75,100,1.79,DE,1721513972
497,salinopolis,-0.6136,-47.3561,27.09,76,22,4.62,BR,1721513973
498,khorramabad,33.4878,48.3558,25.79,22,0,2.06,IR,1721513974
499,solleftea,63.1667,17.2667,15.92,95,73,1.39,SE,1721513975
500,zavodoukovsk,56.5042,66.5515,15.35,94,40,1.82,RU,1721513976
501,wainwright,52.839,-110.8572,31.91,31,0,2.78,CA,1721513978
502,nadym,65.5333,72.5167,5.49,72,23,4.96,RU,1721513980
503,mglin,53.0591,32.8475,14.74,92,2,1.69,RU,1721513981
504,brezina,33.0989,1.2608,34.04,13,73,1.19,DZ,1721513982
505,waddan,29.1614,16.139,30.69,38,56,6.1,LY,1721513984
506,dalnerechensk,45.9339,133.7225,20.86,97,100,1.52,RU,1721513985
507,carbonear,47.7332,-53.2148,23.91,82,0,3.71,CA,1721513986
508,tosontsengel,48.7567,98.2839,12.2,95,100,2.06,MN,1721513987
509,morehead city,34.7229,-76.726,30.01,83,20,8.23,US,1721513988
510,galle,6.0367,80.217,26.87,88,100,4.63,LK,1721513989
511,sokur,55.2093,83.319,18.2,95,61,2.93,RU,1721513990
512,matanzas,23.0411,-81.5775,26.42,100,40,3.09,CU,1721513992
513,viedma,-40.8135,-62.9967,5.85,63,98,7.42,AR,1721513993
514,punta del este,-34.9667,-54.95,11.09,94,100,4.02,UY,1721513994
515,impfondo,1.6381,18.0667,24.45,73,94,0.57,CG,1721513995
516,lekeitio,43.3666,-2.5007,21.08,92,100,6.61,ES,1721513998
517,toliara,-23.35,43.6667,18.3,73,0,4.0,MG,1721513999
518,mata-utu,-13.2816,-176.1745,27.22,74,14,9.9,WF,1721514000
519,novi pazar,43.1367,20.5122,18.18,91,13,0.23,RS,1721514001
520,darnah,32.767,22.6367,28.21,71,0,7.9,LY,1721514002
521,kapuskasing,49.4169,-82.4331,19.05,48,40,4.63,CA,1721514004
522,yerofey pavlovich,53.9667,121.9667,16.18,74,2,1.39,RU,1721514005
523,farah,32.5,62.5,27.16,24,0,1.77,AF,1721514006
524,recani,31.2846,-4.2688,33.31,21,100,10.16,MA,1721514007
525,weno,7.4515,151.8468,28.97,74,75,2.06,FM,1721514008
526,sao felix do xingu,-6.6447,-51.995,28.82,37,13,1.57,BR,1721514009
527,khandyga,62.6667,135.6,12.89,96,100,1.05,RU,1721514011
528,umba,66.6871,34.3429,10.14,73,5,1.01,RU,1721514012
529,qeshm,26.9581,56.2719,32.94,84,100,4.36,IR,1721514013
530,pacasmayo,-7.4006,-79.5714,18.47,75,27,8.29,PE,1721514014
531,shangqiu,34.45,115.65,25.85,92,70,3.69,CN,1721514015
532,los villares,37.3482,-3.3314,25.17,31,0,4.26,ES,1721514016
533,priob'ye,62.5206,65.5964,8.46,92,100,5.7,RU,1721514017
534,funafuti,-8.5243,179.1942,29.0,79,75,5.66,TV,1721514019
535,nouadhibou,20.931,-17.0347,22.85,72,92,12.03,MR,1721514020
536,zemio,5.0314,25.1361,20.64,98,100,0.63,CF,1721514021
537,takoradi,4.8845,-1.7554,23.93,89,95,4.99,GH,1721514022
538,haimen,23.1935,116.6142,26.94,86,2,2.12,CN,1721514023
539,bubaque,11.2833,-15.8333,27.06,85,96,7.37,GW,1721514024
540,sotuta,20.6,-89.0167,33.52,47,100,2.23,MX,1721514026
541,touggourt,33.1053,6.058,35.06,17,0,2.57,DZ,1721514027
542,las khorey,11.1595,48.1967,32.5,53,89,3.98,SO,1721514028
543,coquimbo,-29.9533,-71.3436,12.85,75,75,2.06,CL,1721514029
544,conduaga,8.862,117.4893,25.25,88,100,1.96,PH,1721514030
545,lima,-12.0432,-77.0282,16.14,72,0,7.2,PE,1721513832
546,tsiombe,-25.3,45.4833,16.97,77,1,0.86,MG,1721514033
547,edson,53.5835,-116.4356,29.08,42,0,3.09,CA,1721513798
548,hronov,50.4797,16.1823,18.73,71,99,0.88,CZ,1721514035
549,petawawa,45.9001,-77.3328,19.77,86,100,0.45,CA,1721514036
550,fenoarivo atsinanana,-17.3667,49.4167,19.73,85,42,1.57,MG,1721514037
551,basco,20.4487,121.9702,29.46,79,96,4.57,PH,1721514038
552,aljezur,37.3191,-8.8033,18.53,95,10,5.38,PT,1721514039
553,tanda,26.55,82.65,30.25,72,95,4.27,IN,1721514041
554,ventspils,57.3894,21.5606,16.96,94,20,1.54,LV,1721514042
555,hualien city,23.9769,121.6044,26.92,76,100,2.33,TW,1721514043
556,sosnovo-ozerskoye,52.5249,111.5418,17.61,58,100,2.14,RU,1721514044
557,simplicio mendes,-7.8539,-41.9103,24.85,43,11,3.25,BR,1721514045
558,severo-yeniseyskiy,60.3725,93.0408,15.09,99,95,1.64,RU,1721514046
559,vitebsk,55.1905,30.2033,13.77,90,99,2.01,BY,1721514048
560,lerwick,60.1545,-1.1494,13.0,99,100,4.35,GB,1721514049
561,pachino,36.7186,15.0907,25.8,78,0,2.31,IT,1721514050
562,brandon,27.9378,-82.2859,33.93,68,0,5.36,US,1721514051
563,inari,68.906,27.0288,17.11,63,98,1.37,FI,1721514053
564,lompoc,34.6391,-120.4579,26.99,72,0,6.17,US,1721514055
565,san jose del guaviare,2.5729,-72.6459,25.28,95,37,1.4,CO,1721514056
566,ta`u,-14.2336,-169.5144,26.49,72,34,9.42,AS,1721514057
567,mahina,-17.5065,-149.489,26.87,57,75,5.66,PF,1721514058
568,kalininsk,51.5,44.4758,17.6,71,2,3.53,RU,1721514059
569,luanda,-8.8368,13.2343,19.64,90,1,2.99,AO,1721513772
570,ares,-6.1944,-35.1603,23.05,86,5,4.17,BR,1721514062
571,prince edward,44.0001,-77.2495,25.9,63,24,0.89,CA,1721514063
572,misratah,32.3754,15.0925,28.28,60,0,1.29,LY,1721514064
573,cananeia,-25.0147,-47.9267,15.63,89,0,0.83,BR,1721514065
574,ekpoma,6.7421,6.139,21.25,96,96,2.9,NG,1721514066
575,tuburan,6.6439,122.2736,26.05,86,100,3.38,PH,1721514067
